Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,GCA_049744075.1_ASM4974407v1_genomic,GCA_049744095.1_ASM4974409v1_genomic,GCA_049744115.1_ASM4974411v1_genomic,GCA_049744195.1_ASM4974419v1_genomic,GCA_049744215.1_ASM4974421v1_genomic,GCA_049744235.1_ASM4974423v1_genomic,GCA_049744295.1_ASM4974429v1_genomic,GCA_049744305.1_ASM4974430v1_genomic,GCA_049744355.1_ASM4974435v1_genomic,GCA_049744415.1_ASM4974441v1_genomic,GCA_049744425.1_ASM4974442v1_genomic,GCA_049744475.1_ASM4974447v1_genomic,GCA_049744535.1_ASM4974453v1_genomic,GCA_049744555.1_ASM4974455v1_genomic,GCA_049744575.1_ASM4974457v1_genomic,GCA_049744655.1_ASM4974465v1_genomic,GCA_049744675.1_ASM4974467v1_genomic,GCA_049744695.1_ASM4974469v1_genomic,GCA_049744775.1_ASM4974477v1_genomic,GCA_049744795.1_ASM4974479v1_genomic,GCA_049744815.1_ASM4974481v1_genomic,GCA_049744875.1_ASM4974487v1_genomic,GCA_049744915.1_ASM4974491v1_genomic,GCA_049744935.1_ASM4974493v1_genomic,GCA_049744995.1_ASM4974499v1_genomic,GCA_049745015.1_ASM4974501v1_genomic,GCA_049745055.1_ASM4974505v1_genomic,GCA_049745115.1_ASM4974511v1_genomic,GCA_049745135.1_ASM4974513v1_genomic,GCA_049745155.1_ASM4974515v1_genomic,GCA_049745215.1_ASM4974521v1_genomic,GCA_049745255.1_ASM4974525v1_genomic,GCA_049745275.1_ASM4974527v1_genomic,GCA_049745315.1_ASM4974531v1_genomic,GCA_049745375.1_ASM4974537v1_genomic,GCA_049745395.1_ASM4974539v1_genomic
ipdC,ipdC,Decarboxylase,36,36,1.0,4,19,,,,1653,1653,1653.0,PELDJG_11150,IDBKBP_11045,LPINFE_11915,ECBHDB_05895,DADOMI_07750,ELDHGE_11025,MDPJHN_10910,HFNKEK_12195,AIPMEA_10625,AKMJEK_10810,PAKNIB_10860,NPKKGL_11045,NCNPLN_12725,HICFFN_12175,PDGMNN_11040,LNCDGL_09810,MOCNOJ_10875,MBAGMH_10665,FCFEDA_12705,KIAGOF_12375,LGENEP_08930,BOACPM_10860,GEHLKP_10635,HGDNEH_13240,KDBOED_12465,CCFJDI_08175,OJCCDD_10040,MLAAMA_15775,OHBKOH_08795,CMGKAF_10420,BMJMLA_08985,OMOEPE_11715,CODKGK_24255,CMJGGH_11105,JAPNBN_09630,GMMDCK_08970
group_1462,,Tail tube protein,36,36,1.0,4,18,,,,606,606,606.0,PELDJG_10540,IDBKBP_10435,LPINFE_11300,ECBHDB_05280,DADOMI_07135,ELDHGE_10415,MDPJHN_10295,HFNKEK_11580,AIPMEA_10015,AKMJEK_10200,PAKNIB_10250,NPKKGL_10435,NCNPLN_12110,HICFFN_11565,PDGMNN_10430,LNCDGL_09200,MOCNOJ_10265,MBAGMH_10055,FCFEDA_12095,KIAGOF_11765,LGENEP_08315,BOACPM_10250,GEHLKP_10020,HGDNEH_12620,KDBOED_11850,CCFJDI_07560,OJCCDD_09425,MLAAMA_15155,OHBKOH_08180,CMGKAF_09805,BMJMLA_08370,OMOEPE_11135,CODKGK_09100,CMJGGH_10485,JAPNBN_09015,GMMDCK_08355
group_1461,,Inner membrane protein,36,36,1.0,4,17,,,,117,117,117.0,PELDJG_10380,IDBKBP_10270,LPINFE_11135,ECBHDB_05120,DADOMI_06970,ELDHGE_10250,MDPJHN_10135,HFNKEK_11420,AIPMEA_09850,AKMJEK_10035,PAKNIB_10085,NPKKGL_10270,NCNPLN_11950,HICFFN_11400,PDGMNN_10270,LNCDGL_09035,MOCNOJ_10100,MBAGMH_09890,FCFEDA_11935,KIAGOF_11600,LGENEP_08155,BOACPM_10085,GEHLKP_09855,HGDNEH_12460,KDBOED_11690,CCFJDI_07400,OJCCDD_09265,MLAAMA_14995,OHBKOH_08020,CMGKAF_09645,BMJMLA_08210,OMOEPE_10970,CODKGK_08935,CMJGGH_10320,JAPNBN_08850,GMMDCK_08195
purL,purL,phosphoribosylformylglycinamidine synthase,36,36,1.0,4,16,,,,3888,3888,3888.0,PELDJG_10055,IDBKBP_09945,LPINFE_10810,ECBHDB_04795,DADOMI_06645,ELDHGE_09925,MDPJHN_09810,HFNKEK_11095,AIPMEA_09525,AKMJEK_09710,PAKNIB_09760,NPKKGL_09945,NCNPLN_11625,HICFFN_11075,PDGMNN_09945,LNCDGL_08710,MOCNOJ_09775,MBAGMH_09565,FCFEDA_11610,KIAGOF_11275,LGENEP_07830,BOACPM_09760,GEHLKP_09530,HGDNEH_12135,KDBOED_11365,CCFJDI_07075,OJCCDD_08940,MLAAMA_14670,OHBKOH_07695,CMGKAF_09320,BMJMLA_07885,OMOEPE_19515,CODKGK_08610,CMJGGH_09995,JAPNBN_08525,GMMDCK_07870
xapA,xapA,xanthosine phosphorylase,36,36,1.0,4,15,,,,834,834,834.0,PELDJG_11060,IDBKBP_10960,LPINFE_11825,ECBHDB_05805,DADOMI_07660,ELDHGE_10940,MDPJHN_10820,HFNKEK_12105,AIPMEA_10540,AKMJEK_10725,PAKNIB_10775,NPKKGL_10960,NCNPLN_12635,HICFFN_12090,PDGMNN_10955,LNCDGL_09725,MOCNOJ_10790,MBAGMH_10580,FCFEDA_12620,KIAGOF_12290,LGENEP_08840,BOACPM_10775,GEHLKP_10545,HGDNEH_13150,KDBOED_12375,CCFJDI_08085,OJCCDD_09950,MLAAMA_15685,OHBKOH_08705,CMGKAF_10330,BMJMLA_08895,OMOEPE_11625,CODKGK_09625,CMJGGH_11015,JAPNBN_09540,GMMDCK_08880
cysT,cysT,sulfate/thiosulfate ABC transporter permease CysT,36,36,1.0,4,14,,,,834,834,834.0,PELDJG_10955,IDBKBP_10855,LPINFE_11720,ECBHDB_05700,DADOMI_07555,ELDHGE_10835,MDPJHN_10715,HFNKEK_12000,AIPMEA_10435,AKMJEK_10620,PAKNIB_10670,NPKKGL_10855,NCNPLN_12530,HICFFN_11985,PDGMNN_10850,LNCDGL_09620,MOCNOJ_10685,MBAGMH_10475,FCFEDA_12515,KIAGOF_12185,LGENEP_08735,BOACPM_10670,GEHLKP_10440,HGDNEH_13045,KDBOED_12270,CCFJDI_07980,OJCCDD_09845,MLAAMA_15580,OHBKOH_08600,CMGKAF_10225,BMJMLA_08790,OMOEPE_11520,CODKGK_09520,CMJGGH_10910,JAPNBN_09435,GMMDCK_08775
purC,purC,phosphoribosylaminoimidazolesuccinocarboxamide synthase,36,36,1.0,4,13,,,,714,714,714.0,PELDJG_10735,IDBKBP_10635,LPINFE_11500,ECBHDB_05480,DADOMI_07335,ELDHGE_10615,MDPJHN_10495,HFNKEK_11780,AIPMEA_10215,AKMJEK_10400,PAKNIB_10450,NPKKGL_10635,NCNPLN_12310,HICFFN_11765,PDGMNN_10630,LNCDGL_09400,MOCNOJ_10465,MBAGMH_10255,FCFEDA_12295,KIAGOF_11965,LGENEP_08515,BOACPM_10450,GEHLKP_10220,HGDNEH_12820,KDBOED_12050,CCFJDI_07760,OJCCDD_09625,MLAAMA_15355,OHBKOH_08380,CMGKAF_10005,BMJMLA_08570,OMOEPE_11295,CODKGK_09300,CMJGGH_10685,JAPNBN_09215,GMMDCK_08555
group_1460,,Phage protein,36,36,1.0,4,12,,,,324,324,324.0,PELDJG_10535,IDBKBP_10430,LPINFE_11295,ECBHDB_05275,DADOMI_07130,ELDHGE_10410,MDPJHN_10290,HFNKEK_11575,AIPMEA_10010,AKMJEK_10195,PAKNIB_10245,NPKKGL_10430,NCNPLN_12105,HICFFN_11560,PDGMNN_10425,LNCDGL_09195,MOCNOJ_10260,MBAGMH_10050,FCFEDA_12090,KIAGOF_11760,LGENEP_08310,BOACPM_10245,GEHLKP_10015,HGDNEH_12615,KDBOED_11845,CCFJDI_07555,OJCCDD_09420,MLAAMA_15150,OHBKOH_08175,CMGKAF_09800,BMJMLA_08365,OMOEPE_11130,CODKGK_09095,CMJGGH_10480,JAPNBN_09010,GMMDCK_08350
yfaS,yfaS,Uncharacterized conserved protein YfaS alpha-2-macroglobulin family,36,36,1.0,4,10,,,,4935,4935,4935.0,PELDJG_10235,IDBKBP_10125,LPINFE_10990,ECBHDB_04975,DADOMI_06825,ELDHGE_10105,MDPJHN_09990,HFNKEK_11275,AIPMEA_09705,AKMJEK_09890,PAKNIB_09940,NPKKGL_10125,NCNPLN_11805,HICFFN_11255,PDGMNN_10125,LNCDGL_08890,MOCNOJ_09955,MBAGMH_09745,FCFEDA_11790,KIAGOF_11455,LGENEP_08010,BOACPM_09940,GEHLKP_09710,HGDNEH_12315,KDBOED_11545,CCFJDI_07255,OJCCDD_09120,MLAAMA_14850,OHBKOH_07875,CMGKAF_09500,BMJMLA_08065,OMOEPE_10825,CODKGK_08790,CMJGGH_10175,JAPNBN_08705,GMMDCK_08050
group_1459,,Phenylalanyl-tRNA synthetase subunit beta,36,36,1.0,4,9,,,,324,324,324.0,PELDJG_10510,IDBKBP_10405,LPINFE_11270,ECBHDB_05250,DADOMI_07105,ELDHGE_10385,MDPJHN_10265,HFNKEK_11550,AIPMEA_09985,AKMJEK_10170,PAKNIB_10220,NPKKGL_10405,NCNPLN_12080,HICFFN_11535,PDGMNN_10400,LNCDGL_09170,MOCNOJ_10235,MBAGMH_10025,FCFEDA_12065,KIAGOF_11735,LGENEP_08285,BOACPM_10220,GEHLKP_09990,HGDNEH_12590,KDBOED_11820,CCFJDI_07530,OJCCDD_09395,MLAAMA_15125,OHBKOH_08150,CMGKAF_09775,BMJMLA_08340,OMOEPE_11105,CODKGK_09070,CMJGGH_10455,JAPNBN_08985,GMMDCK_08325
group_1458,,Putative phage protein,36,36,1.0,4,8,,,,1671,1671,1671.0,PELDJG_10500,IDBKBP_10395,LPINFE_11260,ECBHDB_05240,DADOMI_07095,ELDHGE_10375,MDPJHN_10255,HFNKEK_11540,AIPMEA_09975,AKMJEK_10160,PAKNIB_10210,NPKKGL_10395,NCNPLN_12070,HICFFN_11525,PDGMNN_10390,LNCDGL_09160,MOCNOJ_10225,MBAGMH_10015,FCFEDA_12055,KIAGOF_11725,LGENEP_08275,BOACPM_10210,GEHLKP_09980,HGDNEH_12580,KDBOED_11810,CCFJDI_07520,OJCCDD_09385,MLAAMA_15115,OHBKOH_08140,CMGKAF_09765,BMJMLA_08330,OMOEPE_11095,CODKGK_09060,CMJGGH_10445,JAPNBN_08975,GMMDCK_08315
iscA,iscA,iron-sulfur cluster assembly protein IscA,36,36,1.0,4,7,,,,324,324,324.0,PELDJG_10185,IDBKBP_10075,LPINFE_10940,ECBHDB_04925,DADOMI_06775,ELDHGE_10055,MDPJHN_09940,HFNKEK_11225,AIPMEA_09655,AKMJEK_09840,PAKNIB_09890,NPKKGL_10075,NCNPLN_11755,HICFFN_11205,PDGMNN_10075,LNCDGL_08840,MOCNOJ_09905,MBAGMH_09695,FCFEDA_11740,KIAGOF_11405,LGENEP_07960,BOACPM_09890,GEHLKP_09660,HGDNEH_12265,KDBOED_11495,CCFJDI_07205,OJCCDD_09070,MLAAMA_14800,OHBKOH_07825,CMGKAF_09450,BMJMLA_08015,OMOEPE_25735,CODKGK_08740,CMJGGH_10125,JAPNBN_08655,GMMDCK_08000
rseB,rseB,sigma-E factor regulatory protein RseB,36,36,1.0,4,6,,,,957,957,957.0,PELDJG_09955,IDBKBP_09845,LPINFE_10710,ECBHDB_04695,DADOMI_06545,ELDHGE_09825,MDPJHN_09710,HFNKEK_10995,AIPMEA_09425,AKMJEK_09610,PAKNIB_09660,NPKKGL_09845,NCNPLN_11525,HICFFN_10975,PDGMNN_09845,LNCDGL_08610,MOCNOJ_09675,MBAGMH_09465,FCFEDA_11510,KIAGOF_11175,LGENEP_07730,BOACPM_09660,GEHLKP_09430,HGDNEH_12035,KDBOED_11265,CCFJDI_06975,OJCCDD_08840,MLAAMA_14570,OHBKOH_07595,CMGKAF_09220,BMJMLA_07785,OMOEPE_20290,CODKGK_08510,CMJGGH_09895,JAPNBN_08425,GMMDCK_07770
yfiM,yfiM,YfiM family lipoprotein,36,36,1.0,4,5,,,,324,324,324.0,PELDJG_09890,IDBKBP_09765,LPINFE_10630,ECBHDB_04615,DADOMI_06465,ELDHGE_09745,MDPJHN_09630,HFNKEK_10915,AIPMEA_09345,AKMJEK_09530,PAKNIB_09580,NPKKGL_09765,NCNPLN_11445,HICFFN_10895,PDGMNN_09765,LNCDGL_08530,MOCNOJ_09595,MBAGMH_09385,FCFEDA_11430,KIAGOF_11095,LGENEP_07650,BOACPM_09580,GEHLKP_09350,HGDNEH_11955,KDBOED_11185,CCFJDI_06895,OJCCDD_08760,MLAAMA_14490,OHBKOH_07515,CMGKAF_09140,BMJMLA_07705,OMOEPE_20370,CODKGK_08430,CMJGGH_09815,JAPNBN_08345,GMMDCK_07690
ratA,ratA,DUF823 DUF824 domains-containing protein,36,36,1.0,4,4,,,,5586,5586,5586.0,PELDJG_10325,IDBKBP_10215,LPINFE_11080,ECBHDB_05065,DADOMI_06915,ELDHGE_10195,MDPJHN_10080,HFNKEK_11365,AIPMEA_09795,AKMJEK_09980,PAKNIB_10030,NPKKGL_10215,NCNPLN_11895,HICFFN_11345,PDGMNN_10215,LNCDGL_08980,MOCNOJ_10045,MBAGMH_09835,FCFEDA_11880,KIAGOF_11545,LGENEP_08100,BOACPM_10030,GEHLKP_09800,HGDNEH_12405,KDBOED_11635,CCFJDI_07345,OJCCDD_09210,MLAAMA_14940,OHBKOH_07965,CMGKAF_09590,BMJMLA_08155,OMOEPE_10915,CODKGK_08880,CMJGGH_10265,JAPNBN_08795,GMMDCK_08140
ratB,ratB,DUF823 DUF824 domains-containing protein,36,36,1.0,4,3,,,,7314,7314,7314.0,PELDJG_10330,IDBKBP_10220,LPINFE_11085,ECBHDB_05070,DADOMI_06920,ELDHGE_10200,MDPJHN_10085,HFNKEK_11370,AIPMEA_09800,AKMJEK_09985,PAKNIB_10035,NPKKGL_10220,NCNPLN_11900,HICFFN_11350,PDGMNN_10220,LNCDGL_08985,MOCNOJ_10050,MBAGMH_09840,FCFEDA_11885,KIAGOF_11550,LGENEP_08105,BOACPM_10035,GEHLKP_09805,HGDNEH_12410,KDBOED_11640,CCFJDI_07350,OJCCDD_09215,MLAAMA_14945,OHBKOH_07970,CMGKAF_09595,BMJMLA_08160,OMOEPE_10920,CODKGK_08885,CMJGGH_10270,JAPNBN_08800,GMMDCK_08145
ispG,ispG,flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase,36,36,1.0,4,2,,,,1119,1119,1119.0,PELDJG_10280,IDBKBP_10170,LPINFE_11035,ECBHDB_05020,DADOMI_06870,ELDHGE_10150,MDPJHN_10035,HFNKEK_11320,AIPMEA_09750,AKMJEK_09935,PAKNIB_09985,NPKKGL_10170,NCNPLN_11850,HICFFN_11300,PDGMNN_10170,LNCDGL_08935,MOCNOJ_10000,MBAGMH_09790,FCFEDA_11835,KIAGOF_11500,LGENEP_08055,BOACPM_09985,GEHLKP_09755,HGDNEH_12360,KDBOED_11590,CCFJDI_07300,OJCCDD_09165,MLAAMA_14895,OHBKOH_07920,CMGKAF_09545,BMJMLA_08110,OMOEPE_10870,CODKGK_08835,CMJGGH_10220,JAPNBN_08750,GMMDCK_08095
group_1457,,Phage protein,36,36,1.0,4,1,,,,960,960,960.0,PELDJG_10410,IDBKBP_10300,LPINFE_11165,ECBHDB_05150,DADOMI_07000,ELDHGE_10280,MDPJHN_10165,HFNKEK_11450,AIPMEA_09880,AKMJEK_10065,PAKNIB_10115,NPKKGL_10300,NCNPLN_11980,HICFFN_11430,PDGMNN_10300,LNCDGL_09065,MOCNOJ_10130,MBAGMH_09920,FCFEDA_11965,KIAGOF_11630,LGENEP_08185,BOACPM_10115,GEHLKP_09885,HGDNEH_12490,KDBOED_11720,CCFJDI_07430,OJCCDD_09295,MLAAMA_15025,OHBKOH_08050,CMGKAF_09675,BMJMLA_08240,OMOEPE_11000,CODKGK_08965,CMJGGH_10350,JAPNBN_08880,GMMDCK_08225
fxsA,fxsA,membrane protein FxsA,36,36,1.0,3,502,,,,516,516,516.0,PELDJG_07105,IDBKBP_05950,LPINFE_05945,ECBHDB_04545,DADOMI_13975,ELDHGE_05930,MDPJHN_05950,HFNKEK_08690,AIPMEA_05770,AKMJEK_05950,PAKNIB_05770,NPKKGL_05950,NCNPLN_05950,HICFFN_05725,PDGMNN_05950,LNCDGL_07095,MOCNOJ_05770,MBAGMH_05770,FCFEDA_05765,KIAGOF_08870,LGENEP_05945,BOACPM_05765,GEHLKP_05885,HGDNEH_18350,KDBOED_05760,CCFJDI_03430,OJCCDD_05090,MLAAMA_05945,OHBKOH_02560,CMGKAF_05460,BMJMLA_05465,OMOEPE_23560,CODKGK_17655,CMJGGH_05950,JAPNBN_04875,GMMDCK_05460
yjjX,yjjX,inosine/xanthosine triphosphatase,36,36,1.0,3,501,,,,516,516,516.0,PELDJG_05925,IDBKBP_04770,LPINFE_04760,ECBHDB_03365,DADOMI_16020,ELDHGE_04750,MDPJHN_04770,HFNKEK_07510,AIPMEA_04590,AKMJEK_04770,PAKNIB_04590,NPKKGL_04770,NCNPLN_04770,HICFFN_04545,PDGMNN_04770,LNCDGL_05915,MOCNOJ_04590,MBAGMH_04590,FCFEDA_04585,KIAGOF_07690,LGENEP_04765,BOACPM_04585,GEHLKP_04705,HGDNEH_09925,KDBOED_04580,CCFJDI_02250,OJCCDD_03910,MLAAMA_04765,OHBKOH_01380,CMGKAF_04280,BMJMLA_04285,OMOEPE_00325,CODKGK_04980,CMJGGH_04770,JAPNBN_03695,GMMDCK_04285
group_1456,rhaT,Permease of the drug/metabolite transporter (DMT) superfamily,36,36,1.0,3,500,,,,966,966,966.0,PELDJG_06750,IDBKBP_05595,LPINFE_05590,ECBHDB_04190,DADOMI_13620,ELDHGE_05575,MDPJHN_05595,HFNKEK_08335,AIPMEA_05415,AKMJEK_05595,PAKNIB_05415,NPKKGL_05595,NCNPLN_05595,HICFFN_05370,PDGMNN_05595,LNCDGL_06740,MOCNOJ_05415,MBAGMH_05415,FCFEDA_05410,KIAGOF_08515,LGENEP_05590,BOACPM_05410,GEHLKP_05530,HGDNEH_17995,KDBOED_05405,CCFJDI_03075,OJCCDD_04735,MLAAMA_05590,OHBKOH_02205,CMGKAF_05105,BMJMLA_05110,OMOEPE_13585,CODKGK_17300,CMJGGH_05595,JAPNBN_04520,GMMDCK_05105
group_1455,,Transposase-31 domain-containing protein,36,36,1.0,3,499,,,,966,966,966.0,PELDJG_06235,IDBKBP_05080,LPINFE_05070,ECBHDB_03675,DADOMI_16330,ELDHGE_05060,MDPJHN_05080,HFNKEK_07820,AIPMEA_04900,AKMJEK_05080,PAKNIB_04900,NPKKGL_05080,NCNPLN_05080,HICFFN_04855,PDGMNN_05080,LNCDGL_06225,MOCNOJ_04900,MBAGMH_04900,FCFEDA_04895,KIAGOF_08000,LGENEP_05075,BOACPM_04895,GEHLKP_05015,HGDNEH_10235,KDBOED_04890,CCFJDI_02560,OJCCDD_04220,MLAAMA_05075,OHBKOH_01690,CMGKAF_04590,BMJMLA_04595,OMOEPE_00635,CODKGK_05290,CMJGGH_05080,JAPNBN_04005,GMMDCK_04590
group_1454,,Inner membrane protein,36,36,1.0,3,498,,,,147,147,147.0,PELDJG_07150,IDBKBP_05995,LPINFE_05990,ECBHDB_04590,DADOMI_14020,ELDHGE_05975,MDPJHN_05995,HFNKEK_08735,AIPMEA_05815,AKMJEK_05995,PAKNIB_05815,NPKKGL_05995,NCNPLN_05995,HICFFN_05770,PDGMNN_05995,LNCDGL_07140,MOCNOJ_05815,MBAGMH_05815,FCFEDA_05810,KIAGOF_08915,LGENEP_05990,BOACPM_05810,GEHLKP_05930,HGDNEH_18395,KDBOED_05805,CCFJDI_03475,OJCCDD_05135,MLAAMA_05990,OHBKOH_02605,CMGKAF_05505,BMJMLA_05510,OMOEPE_23605,CODKGK_17700,CMJGGH_05995,JAPNBN_04920,GMMDCK_05505
group_1453,asd,archaetidylserine decarboxylase,36,36,1.0,3,497,,,,969,969,969.0,PELDJG_07010,IDBKBP_05855,LPINFE_05850,ECBHDB_04450,DADOMI_13880,ELDHGE_05835,MDPJHN_05855,HFNKEK_08595,AIPMEA_05675,AKMJEK_05855,PAKNIB_05675,NPKKGL_05855,NCNPLN_05855,HICFFN_05630,PDGMNN_05855,LNCDGL_07000,MOCNOJ_05675,MBAGMH_05675,FCFEDA_05670,KIAGOF_08775,LGENEP_05850,BOACPM_05670,GEHLKP_05790,HGDNEH_18255,KDBOED_05665,CCFJDI_03335,OJCCDD_04995,MLAAMA_05850,OHBKOH_02465,CMGKAF_05365,BMJMLA_05370,OMOEPE_13845,CODKGK_17560,CMJGGH_05855,JAPNBN_04780,GMMDCK_05365
group_1452,serB,phosphoserine phosphatase,36,36,1.0,3,496,,,,969,969,969.0,PELDJG_05955,IDBKBP_04800,LPINFE_04790,ECBHDB_03395,DADOMI_16050,ELDHGE_04780,MDPJHN_04800,HFNKEK_07540,AIPMEA_04620,AKMJEK_04800,PAKNIB_04620,NPKKGL_04800,NCNPLN_04800,HICFFN_04575,PDGMNN_04800,LNCDGL_05945,MOCNOJ_04620,MBAGMH_04620,FCFEDA_04615,KIAGOF_07720,LGENEP_04795,BOACPM_04615,GEHLKP_04735,HGDNEH_09955,KDBOED_04610,CCFJDI_02280,OJCCDD_03940,MLAAMA_04795,OHBKOH_01410,CMGKAF_04310,BMJMLA_04315,OMOEPE_00355,CODKGK_05010,CMJGGH_04800,JAPNBN_03725,GMMDCK_04315
bcfF,bcfF,fimbrial protein BcfF,36,36,1.0,3,495,,,,519,519,519.0,PELDJG_05710,IDBKBP_04555,LPINFE_04545,ECBHDB_03150,DADOMI_15805,ELDHGE_04535,MDPJHN_04555,HFNKEK_07295,AIPMEA_04375,AKMJEK_04555,PAKNIB_04375,NPKKGL_04555,NCNPLN_04555,HICFFN_04330,PDGMNN_04555,LNCDGL_05700,MOCNOJ_04375,MBAGMH_04375,FCFEDA_04370,KIAGOF_07475,LGENEP_04550,BOACPM_04370,GEHLKP_04490,HGDNEH_09710,KDBOED_04365,CCFJDI_02035,OJCCDD_03695,MLAAMA_04550,OHBKOH_01165,CMGKAF_04065,BMJMLA_04070,OMOEPE_00110,CODKGK_04765,CMJGGH_04555,JAPNBN_03480,GMMDCK_04070
epmA,epmA,elongation factor P--(R)-beta-lysine ligase,36,36,1.0,3,494,,,,978,978,978.0,PELDJG_07025,IDBKBP_05870,LPINFE_05865,ECBHDB_04465,DADOMI_13895,ELDHGE_05850,MDPJHN_05870,HFNKEK_08610,AIPMEA_05690,AKMJEK_05870,PAKNIB_05690,NPKKGL_05870,NCNPLN_05870,HICFFN_05645,PDGMNN_05870,LNCDGL_07015,MOCNOJ_05690,MBAGMH_05690,FCFEDA_05685,KIAGOF_08790,LGENEP_05865,BOACPM_05685,GEHLKP_05805,HGDNEH_18270,KDBOED_05680,CCFJDI_03350,OJCCDD_05010,MLAAMA_05865,OHBKOH_02480,CMGKAF_05380,BMJMLA_05385,OMOEPE_13860,CODKGK_17575,CMJGGH_05870,JAPNBN_04795,GMMDCK_05380
ytjA,ytjA,UPF0391 membrane protein YtjA,36,36,1.0,3,493,,,,162,162,162.0,PELDJG_06035,IDBKBP_04880,LPINFE_04870,ECBHDB_03475,DADOMI_16130,ELDHGE_04860,MDPJHN_04880,HFNKEK_07620,AIPMEA_04700,AKMJEK_04880,PAKNIB_04700,NPKKGL_04880,NCNPLN_04880,HICFFN_04655,PDGMNN_04880,LNCDGL_06025,MOCNOJ_04700,MBAGMH_04700,FCFEDA_04695,KIAGOF_07800,LGENEP_04875,BOACPM_04695,GEHLKP_04815,HGDNEH_10035,KDBOED_04690,CCFJDI_02360,OJCCDD_04020,MLAAMA_04875,OHBKOH_01490,CMGKAF_04390,BMJMLA_04395,OMOEPE_00435,CODKGK_05090,CMJGGH_04880,JAPNBN_03805,GMMDCK_04395
group_1451,,Viral protein,36,36,1.0,3,492,,,,165,165,165.0,PELDJG_12490,IDBKBP_04355,LPINFE_04345,ECBHDB_09865,DADOMI_10250,ELDHGE_04335,MDPJHN_04355,HFNKEK_07095,AIPMEA_04175,AKMJEK_04355,PAKNIB_04175,NPKKGL_04355,NCNPLN_04355,HICFFN_04130,PDGMNN_04355,LNCDGL_12570,MOCNOJ_04175,MBAGMH_04175,FCFEDA_04170,KIAGOF_07275,LGENEP_04350,BOACPM_04170,GEHLKP_04290,HGDNEH_09510,KDBOED_04165,CCFJDI_11975,OJCCDD_03495,MLAAMA_04350,OHBKOH_00965,CMGKAF_03865,BMJMLA_03870,OMOEPE_22610,CODKGK_04565,CMJGGH_04355,JAPNBN_12140,GMMDCK_03870
yjiS,yjiS,DUF1127 domain-containing protein,36,36,1.0,3,491,,,,165,165,165.0,PELDJG_06225,IDBKBP_05070,LPINFE_05060,ECBHDB_03665,DADOMI_16320,ELDHGE_05050,MDPJHN_05070,HFNKEK_07810,AIPMEA_04890,AKMJEK_05070,PAKNIB_04890,NPKKGL_05070,NCNPLN_05070,HICFFN_04845,PDGMNN_05070,LNCDGL_06215,MOCNOJ_04890,MBAGMH_04890,FCFEDA_04885,KIAGOF_07990,LGENEP_05065,BOACPM_04885,GEHLKP_05005,HGDNEH_10225,KDBOED_04880,CCFJDI_02550,OJCCDD_04210,MLAAMA_05065,OHBKOH_01680,CMGKAF_04580,BMJMLA_04585,OMOEPE_00625,CODKGK_05280,CMJGGH_05070,JAPNBN_03995,GMMDCK_04580
pdxA2,pdxA2,D-threonate 4-phosphate dehydrogenase,36,36,1.0,3,490,,,,984,984,984.0,PELDJG_13010,IDBKBP_03835,LPINFE_03825,ECBHDB_10385,DADOMI_10765,ELDHGE_03815,MDPJHN_03835,HFNKEK_06575,AIPMEA_03655,AKMJEK_03835,PAKNIB_03655,NPKKGL_03835,NCNPLN_03835,HICFFN_03615,PDGMNN_03835,LNCDGL_13090,MOCNOJ_03655,MBAGMH_03655,FCFEDA_03650,KIAGOF_06755,LGENEP_03835,BOACPM_03655,GEHLKP_03770,HGDNEH_08995,KDBOED_03645,CCFJDI_12495,OJCCDD_02980,MLAAMA_03835,OHBKOH_00445,CMGKAF_03345,BMJMLA_03350,OMOEPE_08655,CODKGK_04045,CMJGGH_03835,JAPNBN_12655,GMMDCK_03350
thiB,thiB,thiamine ABC transporter substrate binding subunit,36,36,1.0,3,489,,,,984,984,984.0,PELDJG_12705,IDBKBP_04140,LPINFE_04130,ECBHDB_10080,DADOMI_10465,ELDHGE_04120,MDPJHN_04140,HFNKEK_06880,AIPMEA_03960,AKMJEK_04140,PAKNIB_03960,NPKKGL_04140,NCNPLN_04140,HICFFN_03915,PDGMNN_04140,LNCDGL_12785,MOCNOJ_03960,MBAGMH_03960,FCFEDA_03955,KIAGOF_07060,LGENEP_04135,BOACPM_03955,GEHLKP_04075,HGDNEH_09295,KDBOED_03950,CCFJDI_12190,OJCCDD_03280,MLAAMA_04135,OHBKOH_00750,CMGKAF_03650,BMJMLA_03655,OMOEPE_08350,CODKGK_04350,CMJGGH_04140,JAPNBN_12355,GMMDCK_03655
